id,name,organization,unique_id,award_method,deadline,publish_date,details_link
1487,"„Извършване на инвентаризация на горските територии, независимо от тяхната собственост, горскостопански карти,  ловностопански план и план за дейностите по опазване на горските територии от пожари, както и горскостопански план  за държавните горски територии в района на дейност на ТП „ДГС Акад. Николай Хайтов“, с. Хвойна – част /района на дейност на бившето „ДГС – Хвойна“ и горскостопански план за държавните горски територии в района на дейност на бившето „ДГС – Чепеларе“/ - териториално поделение на „ЮЦДП“, гр. Смолян.“",РЕГИОНАЛНА ДИРЕКЦИЯ ПО ГОРИТЕ - СМОЛЯН,01350-2024-0002,Открита процедура,2025-01-10,2024-12-11,https://app.eop.bg/today/430208
1488,"ДОСТАВКА НА ИНСТРУМЕНТИ, МАШИНИ И КОНСУМАТИВИ ЗА ОБРАБОТВАНЕ НА МЕТАЛНИ И НЕМЕТАЛНИ ИЗДЕЛИЯ",НАЦИОНАЛНА ЕЛЕКТРИЧЕСКА КОМПАНИЯ ЕАД,00026-2024-0160,Открита процедура,2024-12-12,2024-12-11,https://app.eop.bg/today/427922
1489,"„Инженеринг (проектиране, авторски надзор и строителство) за водоснабдителни системи и канализационни системи и прилежащите към тях съоръжения в обособена територия, обслужвана от ""ВИК"" ООД Габрово с 2 обособени позиции“",В И К ООД,00657-2024-0014,Открита процедура,2025-01-22,2024-12-11,https://app.eop.bg/today/422549
1490,"""Доставка на хартиени артикули с обособени позиции""",БЪЛГАРСКИ ПОЩИ ЕАД,00276-2024-0036,Открита процедура,2024-12-19,2024-12-11,https://app.eop.bg/today/420714
1491,„Доставка на електроенергия“,"ДЪРЖАВНО ПРЕДПРИЯТИЕ ""РЪКОВОДСТВО НА ВЪЗДУШНОТО ДВИЖЕНИЕ"" ТПП",00222-2024-0049,Открита процедура,2025-01-03,2024-12-11,https://app.eop.bg/today/417250
1492,Застраховане на имуществото на „Мини Марица-изток“ ЕАД,МИНИ МАРИЦА - ИЗТОК ЕАД,00265-2024-0058,Открита процедура,2024-12-16,2024-12-11,https://app.eop.bg/today/415291
1493,Доставка на стационарни мрежови анализатори от клас „А“,Електроразпределение Юг ЕАД,00143-2024-0186,Публично състезание,2024-12-19,2024-12-11,https://app.eop.bg/today/438839
1494,"„Доставка на чакъл за нуждите на „Водоснабдяване и Канализация” ЕООД, гр. Хасково”",ВОДОСНАБДЯВАНЕ И КАНАЛИЗАЦИЯ ЕООД,00440-2024-0022,Публично състезание,2024-12-13,2024-12-11,https://app.eop.bg/today/437209
1495,Пълно сервизно обслужване и ремонт на служебните  автомобили за нуждите на РДСП-Пловдив и ДСП на територията на област Пловдив,РЕГИОНАЛНА ДИРЕКЦИЯ ЗА СОЦИАЛНО ПОДПОМАГАНЕ - ПЛОВДИВ,00496-2024-0043,Открита процедура,2024-12-15,2024-12-11,https://app.eop.bg/today/368850
1496,„Обзавеждане и оборудване на помещение за нов информационен център за нуждите на Дирекция „МДТ“ в сградата на Общинска администрация – Видин“,ОБЩИНА ВИДИН,00051-2024-0064,Открита процедура,2024-12-12,2024-12-11,https://app.eop.bg/today/441984
1497,"Доставка на лекарства по фармакологична група В – „Кръв и Кръвотворни органи“, за нуждите на Многопрофилна болница за активно лечение „Иван Скендеров“ ЕООД за срок от две години в 10 обособени позиции",МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - ИВАН СКЕНДЕРОВ ЕООД,01063-2024-0011,Открита процедура,2024-12-16,2024-12-11,https://app.eop.bg/today/441557
1498,"Доставка на канцеларски материали за нуждите на Община Русе и всички второстепенни разпоредители на бюджетна издръжка, които не са самостоятелни юридически лица – Приложение 1 -  съгласно списък на стоките и услугите по чл. 12, ал. 1, т. 1 от ЗОП",ОБЩИНА РУСЕ,00115-2024-0063,Открита процедура,2024-12-13,2024-12-11,https://app.eop.bg/today/441482
1499,„Доставка на хранителни продукти за нуждите на „СБР- ВИТА” ЕООД - Велинград по обособени позиции”,"""СПЕЦИАЛИЗИРАНА  БОЛНИЦА ЗА  РЕХАБИЛИТАЦИЯ - ВИТА"" ЕООД",01038-2024-0004,Открита процедура,2024-12-13,2024-12-11,https://app.eop.bg/today/440599
